open,high,low,close,volume,return_pct,hl_spread_pct
2105.9136694120443,2080.9596733822063,2099.550595252646,2070.7936705172788,1520463153,-1.5000906356528714,-0.5589778339562509
2367.107274375916,2361.8466715717045,2346.4756888597904,2335.6208331165844,3767357255,-1.7947904614575392,0.8081738296007898
1902.2177277437884,1925.2843096201213,1900.398593854007,1925.489176322388,3610896625,-0.27471566449364004,1.50219356204121
2761.0916083975794,2775.665164915579,2808.8333800838236,2803.492142088745,2211065521,2.234779366284086,-1.0295178571429804
2436.3754724451514,2460.3839370092496,2441.2141876277988,2467.2444959939367,2837419225,1.5795968234488322,1.1081885355253875
2032.197337705193,2039.4301746198948,2015.1624429152996,2051.890461240338,3736221188,0.4658143384941703,1.660008692594285
2717.542016352309,2750.249759712786,2712.704918963109,2755.0499719958366,4498452150,1.2704648736614175,1.1539486295405679
2360.1728303483997,2384.821834980512,2351.3562946316156,2377.3075971905264,4282140892,1.2910349515385149,1.4592440551807815
2782.198617257275,2796.8456225184323,2760.670334809286,2802.1563726330983,3938605305,0.8780069399233137,1.3409338202207053
2715.9801996503224,2746.2196635029436,2680.392298184465,2706.151834246937,4553425595,-0.5849850827744887,2.593925990174203
2079.130817116384,2099.0219424980105,2043.2686793232212,2076.9610424507005,4418154311,-0.5952174971791513,2.3225580871272187
2517.315357523582,2537.532613926242,2502.5500948460485,2512.353137539686,4688008477,-1.3356104480242903,1.9495537475758684
2024.6618317063592,2050.8014843338815,2032.242339892373,2046.4358863721093,4463354759,0.9338403575093605,1.007134983274962
2131.035063556554,2124.7844883110683,2111.6826331079674,2099.483988450473,3443627402,-0.7590123141431049,0.8084126066199225
1748.4733980592719,1795.1773106444705,1748.7976603782556,1778.8754494050622,5361828054,0.8936053678637615,2.072255113296403
2819.9034564230433,2779.453085282498,2815.840139966287,2780.5325053346724,2795669090,-1.622942662789837,-1.0380579905356107
2626.298005645464,2627.0605999475074,2619.966658174483,2607.2006909356232,2961884202,-0.8239980340837509,0.3748979542000237
2981.2295608028903,2974.539198180723,2960.776101265984,2961.290074123701,3052770489,-1.1872174197263838,0.8705939566397299
2227.544135243177,2245.1300523575133,2229.0486899691814,2249.0295925596006,3770594800,0.8554709554918063,0.5849622716100092
2233.4704709055304,2232.2108227205317,2225.4067372483823,2246.7468750936487,3521778076,0.2723739759706689,0.48783719299706013
2461.375440833406,2457.5089096540196,2442.2581987973904,2425.1596244739385,3344189716,-2.793200429986581,0.3567588098032879
2726.3816753904,2732.055492148383,2694.8671582152147,2705.0284159548874,3289814602,-1.7445952059654573,1.2538558621180154
2056.075257576291,2099.5456736291458,2058.487422368923,2084.1881827914317,4583777818,1.17215228605912,2.091389457241995
2503.88664469749,2535.2729117300987,2480.3788329138797,2505.410609099097,4191116391,-0.9612703153270351,2.3156362607786076
2140.2719847172907,2154.6608993763584,2129.402238554744,2138.9317129327746,3202598349,-0.7967333402473542,0.9822458080216098
2807.0612074344044,2834.3109474961498,2780.256516418687,2821.2074134691147,3923339953,0.06347937494461921,1.4344253725203646
2271.6441845546315,2323.9480688923363,2257.876201030687,2297.6599400315185,5130582825,0.943162059784972,2.3958696650478917
2396.2445063979862,2419.933640575671,2403.2722853589426,2420.20811548058,4129302733,1.2576703039155528,0.9289306855188749
1610.4505199361402,1610.7238053851545,1622.617514865748,1611.4921248888008,2801351113,0.6514513358819687,0.08163332500784953
3170.9063764520442,3197.3518030456526,3171.699257548525,3188.8738221379463,3888936041,0.9520027710332213,0.8380631859933585
2195.305783384441,2215.1460411597104,2194.7064205125334,2214.0575141503014,4094773748,1.0822608414983934,1.5408099567300662
2559.2331015854415,2571.9225349306244,2522.80529041265,2557.2217541096024,4330424651,0.3641148299108405,1.9252676681314327
2441.351399684058,2461.945036159038,2436.99056646533,2469.3528364320246,3565593091,0.8273075573486959,0.8675640378305522
2371.5346798903483,2386.6160490413376,2349.780721351687,2368.3723735270364,5098452154,-1.4493349937665585,1.744697709669582
2792.5780311025583,2797.1317599464446,2766.8502408404515,2796.272809987105,3921549305,0.23574388565447682,1.373022629481033
2074.720461890302,2107.329479188907,2068.023936436679,2104.1649803970495,4781092190,1.386611179636045,1.6443951235776797
2206.086077458426,2238.870119064776,2215.198015952884,2246.004059692642,2829228926,1.2835805747658517,0.7538126830054056
2734.7530902565886,2764.452581717288,2714.986767084017,2741.2882185864114,3451491687,0.4553387062132639,1.9066179515681876
2654.700768835856,2673.1174856075068,2629.266270499916,2639.4612767581075,2571926745,0.2496887437346179,1.5199220314686042
2678.253725644272,2685.2098001004465,2664.9504044074515,2669.4890761599454,2613134960,0.7674804840279088,1.0010570689701686
2771.563467272222,2776.9513380816697,2791.5459268417408,2783.3149333022307,2760933484,-0.05395235461294635,-0.4682608686306193
1993.292402701632,2001.4404785920178,1985.7591700240864,2001.130914391191,5201386403,-0.1238055392244901,1.1495896730675945
2454.2182378171406,2480.406340677357,2469.945973478245,2479.6854612483035,3504464402,0.5397174585760011,0.43854093202063427
2771.6850755091036,2800.38792646351,2779.89563551437,2805.021973600193,2774453088,1.0592805965758123,0.6717469156576049
2540.737966867089,2560.543484492096,2554.232794808003,2574.5920104697025,2799272956,1.7422623729566264,0.21225761339919844
2632.545722974936,2658.147530683002,2620.9095000361194,2647.1983217163347,3524713438,0.34078305773963596,1.2029299086723615
2994.44596714208,3009.0801216062264,2991.829113298276,2997.940084718656,4796502592,-0.24715133176975357,0.7126100022269464
2986.5783784247733,3001.5940018922215,2978.032043688671,3015.5860494769254,2262368000,2.2499329393481458,0.8047896104139128
2784.7454276604903,2772.530387095821,2775.094049522623,2778.0616479427117,2174705105,-0.6964914774370541,-0.3230132214118008
2649.2435254915863,2659.476453682518,2618.450814845306,2638.5129632519265,4206918443,-0.30982140092302124,1.1920473755585064
1960.6852025847168,1989.8377703761726,1946.7194022864899,1990.7002359188775,4210463154,0.6790075246721644,1.8069654758465046
2257.8611433147144,2257.2002964017456,2254.4024371504265,2252.9310334260217,3603265115,-0.0592863373736051,0.270589123131439
2607.03411409602,2619.404324491634,2583.918673406244,2611.313851991699,3644739411,0.544544377525519,1.5787480557356313
2622.728301529877,2628.744479385306,2612.959694179654,2627.3768055759974,3881457848,-0.6357250421291484,0.8365074204892243
3188.369015992003,3218.108514061047,3184.739431016339,3237.2235760770163,3273653476,3.0822723867381066,0.7141202043678612
3096.625628226988,3098.252688145708,3097.026399561659,3101.108876867282,2641300784,0.17665929681243359,-0.6183254294702516
2668.463684312454,2676.833557366284,2636.218050098614,2631.279625145981,4628903176,-1.3215131618498486,1.4309466808104505
2964.1220881501636,2980.773959845985,2960.116305749564,2966.351590852131,2416766397,0.26704029561140863,0.6699069672876697
2595.5742209174828,2617.9278279641685,2590.7750589794823,2621.1075470956307,4821985173,1.39395712937998,1.4850734093823814
2242.300406723987,2240.1298947776077,2236.6377327763776,2218.1848286055883,4055288131,-0.41718776502300037,0.43398450743740496
