open,high,low,close,volume,return_pct
0.5196036,0.51322615,0.51505554,0.52079,0.42131755,0.56072503
0.33069548,0.32605517,0.3268262,0.340583,0.4023327,0.58756864
0.24942525,0.24927598,0.25088093,0.26246664,0.3927497,0.5948534
0.2215115,0.22340925,0.22534253,0.23519953,0.38919374,0.59653676
0.4227403,0.41570348,0.41644487,0.42809486,0.41217187,0.57605857
0.22133219,0.22326599,0.22516756,0.23503816,0.3891287,0.5965389
0.278381,0.27637175,0.2776415,0.2904817,0.39629945,0.59264857
0.39377436,0.3871716,0.38780984,0.40055755,0.40921655,0.580006
0.19267535,0.19693877,0.19915722,0.20669036,0.385335,0.59772474
0.21200266,0.21465106,0.21669246,0.22584811,0.38793793,0.5970165
0.4648473,0.45770034,0.4587887,0.46821356,0.41633978,0.5697701
0.353379,0.3478813,0.34853232,0.36218554,0.40486524,0.585027
0.4679152,0.46079576,0.46190408,0.47114578,0.41660178,0.56928223
0.19401892,0.19816323,0.20037982,0.20802228,0.3855337,0.5976825
0.52234715,0.5160294,0.51791155,0.523435,0.42157948,0.5602409
0.27687585,0.2749583,0.27623144,0.28903356,0.39610934,0.59276825
0.3929591,0.38639265,0.38698727,0.39979643,0.40912044,0.5801065
0.35523474,0.34966663,0.35032007,0.36394414,0.40509555,0.5848088
0.2770646,0.27513987,0.27642143,0.28922144,0.39611915,0.5927673
0.31616783,0.31216615,0.31305104,0.32672545,0.40067282,0.5891088
0.35959324,0.35386145,0.35455024,0.3680747,0.40560007,0.5843046
0.2206918,0.2226658,0.22458935,0.23440869,0.389066,0.59659
0.3447753,0.33959177,0.340252,0.35399312,0.4039307,0.5859907
0.28426105,0.28191742,0.28311235,0.29615536,0.3969605,0.59215385
0.35986084,0.3541552,0.35477582,0.3683494,0.40555996,0.5842561
0.1685887,0.17496753,0.17737325,0.18252711,0.38199848,0.5982181
0.21198675,0.21464212,0.21667203,0.22583362,0.38793707,0.5970113
0.14270855,0.15144686,0.15392084,0.1561292,0.3781891,0.5980893
0.27487797,0.27308142,0.27439305,0.2871122,0.39585048,0.592949
0.40941304,0.4025484,0.40321922,0.41542414,0.4108217,0.5779085
0.35446647,0.3489224,0.34958977,0.36321294,0.40498856,0.5849031
0.3781236,0.37186405,0.37251818,0.38569972,0.40758258,0.58205384
0.41666546,0.40969348,0.41040632,0.42230397,0.41157752,0.57689345
0.20014757,0.20379025,0.20592864,0.21412055,0.38632903,0.5974624
0.38480246,0.37839392,0.37901884,0.392041,0.4082901,0.5811807
0.21949828,0.22155105,0.22351475,0.23322743,0.38893473,0.5966627
0.2590089,0.25821084,0.25970632,0.2717653,0.3939458,0.5941767
0.31070885,0.30696172,0.3079009,0.32150224,0.40007564,0.5896586
0.3835959,0.3772311,0.37783313,0.39090395,0.40812394,0.5813326
0.28961307,0.28695294,0.28810698,0.3012749,0.39765483,0.59165704
0.347086,0.34179804,0.34250447,0.3561926,0.4041729,0.58576393
0.40908554,0.40222767,0.4028919,0.41511434,0.41078272,0.57795256
0.23626274,0.23703921,0.23880894,0.24965307,0.3911163,0.5957422
0.271807,0.27018362,0.27154174,0.28414702,0.39552093,0.59321594
0.25953242,0.25869775,0.26018462,0.27226812,0.3940224,0.59413093
0.31870648,0.31457976,0.31545693,0.32914582,0.40102756,0.5888596
0.4935587,0.4867042,0.48811412,0.49571088,0.41899902,0.56513083
0.33658746,0.3317226,0.33242843,0.34620818,0.402979,0.5869226
